country_code,year,region,export_value,import_value,diversity,diversity_075,hhi,entropy,primary_share,manufacturing_share,eci,diversity_complexity
CHL,2016,Latin America and Caribbean,56349838970,55116973228,134,156,0.0901519595402845,3.61680531948901,0.516151141931116,0.483848858068884,-0.396949376402718,134
CHL,2017,Latin America and Caribbean,64316396917,60478359192,132,156,0.10775901275072,3.46735549599746,0.526847628991536,0.473152371008464,-0.322550486099696,132
CHL,2018,Latin America and Caribbean,68840453327,68351207830,134,157,0.10469731781955,3.47755530653009,0.534625063146775,0.465374936853225,-0.287274882550957,134
CHL,2019,Latin America and Caribbean,64756591233,65658539882,137,162,0.109309428559024,3.44691359524776,0.567184080333168,0.432815919666832,-0.331944904146039,137
CHL,2020,Latin America and Caribbean,72377909693,55296442249,111,138,0.13491100201804,3.2348037657367,0.593405802518691,0.406594197481309,-0.398344170768974,111
CHL,2021,Latin America and Caribbean,86244092007,84675152896,115,134,0.148979339315462,3.1306205311844,0.568953867819924,0.431046132180077,-0.444683038021848,115
CHL,2022,Latin America and Caribbean,94459910357,92514964736,123,146,0.100121836079798,3.41548574599929,0.508013795647689,0.491986204352311,-0.472416691358188,123
CHL,2023,Latin America and Caribbean,90840703723,79787610351,121,144,0.105409694838601,3.40967692985984,0.544319408387417,0.455680591612583,-0.528234347761655,121
MEX,1995,Latin America and Caribbean,77791743132,61853603870,262,341,0.025256231437288,4.89340684958307,0.189747011015724,0.810252988984276,0.830200591817211,262
MEX,1996,Latin America and Caribbean,91856816449,75203011624,253,331,0.0306489099490985,4.75701269270435,0.190568681799668,0.809431318200332,0.803382433599819,253
MEX,1997,Latin America and Caribbean,106481310776,93796000120,266,341,0.0255786845103458,4.83535797620983,0.169159706184419,0.830840293815581,0.91501139732114,266
MEX,1998,Latin America and Caribbean,114349775815,105766478076,259,327,0.0217664963853065,4.88749023721422,0.127786840480042,0.872213159519958,0.794968144631156,259
MEX,1999,Latin America and Caribbean,130383729393,115275434410,256,322,0.0229301658193856,4.81590253808941,0.130239697737252,0.869760302262748,0.842093447079713,256
MEX,2000,Latin America and Caribbean,160314053990,147294735907,244,310,0.0283094350688768,4.65582715142712,0.146890508061563,0.853109491938437,0.803464198395216,244
MEX,2001,Latin America and Caribbean,154875642525,139553173840,246,315,0.0279521567342309,4.64263826733068,0.131295314966765,0.868704685033235,0.81547278377293,246
MEX,2002,Latin America and Caribbean,158703318210,138434816333,236,303,0.0271475930573777,4.65728684667347,0.138770779378779,0.861229220621221,1.06836477683159,236
MEX,2003,Latin America and Caribbean,165251023102,140789308173,232,309,0.0281152678848853,4.63777321668412,0.163833160514165,0.836166839485835,1.00176582289262,232
MEX,2004,Latin America and Caribbean,188921490338,163580163984,245,315,0.0281800061404234,4.63825061639423,0.173581473496369,0.826418526503631,0.952483622364556,245
MEX,2005,Latin America and Caribbean,210493635939,184845092017,259,315,0.0314944113079266,4.61050731951012,0.199322377048771,0.800677622951229,1.06325123427751,259
MEX,2006,Latin America and Caribbean,247477693043,215962580015,239,307,0.0357014225161455,4.52027662593159,0.206908836571799,0.793091163428201,0.926951041654262,239
MEX,2007,Latin America and Caribbean,270469600146,231677624588,229,293,0.0362225817264311,4.51028960363439,0.209342090783719,0.790657909216281,0.918303123064272,229
MEX,2008,Latin America and Caribbean,285975242181,256379553342,238,303,0.0385449271691214,4.50121340324403,0.225099396951492,0.774900603048508,0.885518414424156,238
